"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56"
"1",559190.571428571,10103.1428571429,2523.57142856139,3905.14285714286,19367,8343.42857142857,4786.28571428571,2597.42857142857,14474.1428571429,29223.1428571429,14669.8571428571,20119.1428571429,15296,7909.99999996178,8461.57142857143,23892.7142857143,21463.7142857143,7804.71428571429,9039.14285714286,9154.85714285714,9274.42857142857,2774.28571428571,8107.28571428571,13194.5714285714,6984.42857142857,6427.71428571428,14645.4285714286,22529.4285714286,7704.14285714286,7726.57142857143,10085.5714285714,6816.57142857143,5479.71428571429,9485.28571428572,12801,23797,15664.8571428571,15781.2857142857,7193.14285714286,6669.57142857143,2203.42857142857,11795.4285714286,5304.28571428571,11544.4285714286,6179.85714285714,3834.71428571429,4361.14285714286,6464.57142857143,5832.57142857143,2996.71428571429,9668.85714285714,4817.2857143096,7912.57142853703,12688,7624.57142857143,9684.85714285714
