"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43"
"1",989.928571433849,1876.64285714286,7353,15629.0714285714,15106.2857142857,13030.9999999885,20034.1428571429,21001,6411.35714285714,17816,51279,30631.2857142857,5174.57142857143,6367.57142857143,20467.1428571429,9222,4843.35714285714,13802.6428571429,26153.857142492,18277.8571428571,25661.2857142966,21809,7510.07142857143,4618.21428571429,15825.2142857143,4673.21428571429,4875.78571428571,10292.5714285714,2389.35714284754,11424.0714285714,26608.0714285714,9388.07142857143,3093,8831.85714285714,2712.28571428571,13307.1428571429,26403.7857142857,8766.92857142857,11576.9285714286,6556.07142857143,10271.2142857143,2684.35714285714,5374.5
